,ME,R,measured_displacement,t,axis,dimension,filename,from,position,rsa_axis,to,true_displacement,displacement_error
63,0.030136925888096435,"[[0.9999997873501144, -0.0006174699641695455, -0.00020983462345146732], [0.0006176538658969848, 0.999999424265288, 0.0008774809368426877], [0.00020929268451943617, -0.0008776103554130716, 0.9999995929982357]]",463.02422285403316,"[-0.012937094144779187, 0.46302422285403316, 0.024385104235962886]",y,1,delta y at isocenter.yaml,dy0,isocenter,Lat-Med,dy450,450.0,13.024222854033155
64,0.026279570679358325,"[[0.9999998609940348, -0.0004275828520585844, -0.0003085203635988679], [0.00042781068885559945, 0.9999996355802813, 0.000738794503768038], [0.0003082043553069111, -0.0007389263893806494, 0.9999996794988812]]",520.2170554327452,"[-0.027204941471435262, 0.5202170554327452, 0.019358938216803213]",y,1,delta y at isocenter.yaml,dy0,isocenter,Lat-Med,dy500,500.0,20.217055432745155
65,0.027462797205234764,"[[0.9999993979519912, 0.0003971946315065686, 0.001022903749432482], [-0.00039677433270905873, 0.9999998368006783, -0.0004110580812326074], [-0.0010230668525578943, 0.0004106519718036088, 0.9999993923494025]]",58.355238345823416,"[-0.018080345169239405, 0.058355238345823415, -0.017679512245420272]",y,1,delta y at isocenter.yaml,dy50,isocenter,Lat-Med,dy100,50.0,8.355238345823416
66,0.0121457464041079,"[[0.9999999193471426, -0.0003620627200750156, 0.00017382834814473735], [0.0003621043742433422, 0.9999999057225812, -0.00023965652516435985], [-0.00017374156106356105, 0.00023971944984070787, 0.9999999561742267]]",102.92796847146032,"[0.012791182904904936, 0.10292796847146032, -0.0171915704298706]",y,1,delta y at isocenter.yaml,dy50,isocenter,Lat-Med,dy150,100.0,2.927968471460318
67,0.022537571148002377,"[[0.9999998193013685, 0.00025132465340980286, 0.0005461072687997955], [-0.0002512942515213514, 0.9999999668722318, -5.573808084068281e-05], [-0.0005461212590623613, 5.5600837151770455e-05, 0.9999998493300473]]",159.18792306946827,"[-0.02176627419984203, 0.15918792306946827, 0.0030601600891913003]",y,1,delta y at isocenter.yaml,dy50,isocenter,Lat-Med,dy200,150.0,9.187923069468269
68,0.01797646160655262,"[[0.9999999438624729, -0.000129711732460596, 0.00030894970107546964], [0.0001297482687373779, 0.9999999845920464, -0.00011824252162683298], [-0.0003089343588729229, 0.00011828260067733024, 0.9999999452843925]]",210.612765873156,"[-0.011781351897060992, 0.210612765873156, -0.0037901504357579687]",y,1,delta y at isocenter.yaml,dy50,isocenter,Lat-Med,dy250,200.0,10.612765873156008
69,0.014807228005329359,"[[0.9999999642441818, -7.17227236530339e-05, 0.0002576188784741655], [7.175443551671483e-05, 0.9999999898502104, -0.00012308890586221598], [-0.0002576100475886062, 0.0001231073867574261, 0.9999999592408166]]",254.9357260784565,"[-0.003910556709650995, 0.2549357260784565, -0.01292417290097652]",y,1,delta y at isocenter.yaml,dy50,isocenter,Lat-Med,dy300,250.0,4.935726078456497
70,0.015986232968368295,"[[0.9999999169922676, -0.00031034866088310806, 0.0002640059966858853], [0.000310399097198802, 0.9999999335813442, -0.0001910227943855394], [-0.0002639466954823571, 0.00019110472575248623, 0.9999999469055612]]",306.4742832121376,"[0.00039798604689573385, 0.3064742832121376, -0.02009545282258987]",y,1,delta y at isocenter.yaml,dy50,isocenter,Lat-Med,dy350,300.0,6.474283212137607
71,0.03995671300625503,"[[0.9999993196588559, 0.00023824829234339666, 0.0011418929793034149], [-0.00023762082421735468, 0.9999998207367772, -0.000549602363246472], [-0.0011420237164285073, 0.0005493306517791206, 0.9999991970085107]]",350.7501738706813,"[-0.005927418283015621, 0.3507501738706813, -0.01945612708547222]",y,1,delta y at isocenter.yaml,dy50,isocenter,Lat-Med,dy400,350.0,0.7501738706812944
72,0.018719876901541612,"[[0.9999999047525878, -0.0003246605686321224, 0.0002917024697033733], [0.0003247127715910569, 0.99999993127282, -0.0001789300722436724], [-0.0002916443581159161, 0.00017902477471895952, 0.9999999414468472]]",401.30305874187604,"[0.008589238424090493, 0.40130305874187605, -0.004349240859726576]",y,1,delta y at isocenter.yaml,dy50,isocenter,Lat-Med,dy450,400.0,1.3030587418760433
73,0.01794515540046113,"[[0.9999999723164459, -0.00013449006237565693, 0.00019307907649938135], [0.00013455139750600704, 0.9999999404842963, -0.00031769061220627274], [-0.000193036338777821, 0.0003177165824714452, 0.9999999308965698]]",458.5051979478497,"[-0.005709396904029416, 0.4585051979478497, -0.0093713465655806]",y,1,delta y at isocenter.yaml,dy50,isocenter,Lat-Med,dy500,450.0,8.505197947849695
74,0.026818988941597684,"[[0.9999993508916669, -0.0007593180586096408, -0.0008495012247788887], [0.0007594635619359996, 0.9999996969918903, 0.0001709714209535088], [0.000849371145685493, -0.00017161647520010212, 0.9999996245581511]]",44.564950585061474,"[0.030872404579557866, 0.04456495058506148, 0.0004842156626706026]",y,1,delta y at isocenter.yaml,dy100,isocenter,Lat-Med,dy150,50.0,-5.435049414938526
75,0.012766869543187506,"[[0.9999998756897104, -0.0001455896213454356, -0.0004768901622160928], [0.0001457589187540403, 0.9999999263691316, 0.0003549874213634423], [0.00047683844461802696, -0.00035505688822908064, 0.9999998232798366]]",100.82976579220266,"[-0.00366195788451254, 0.10082976579220267, 0.020716402691527545]",y,1,delta y at isocenter.yaml,dy100,isocenter,Lat-Med,dy200,100.0,0.8297657922026644
76,0.026811161564472146,"[[0.9999996058612545, -0.0005267981310889482, -0.0007146754959693928], [0.0005270070598253569, 0.999999818446051, 0.00029218388751468794], [0.0007145214442914126, -0.000292560411385411, 0.9999997019337112]]",152.25271857189125,"[0.0063204324914595674, 0.15225271857189124, 0.013868069946685827]",y,1,delta y at isocenter.yaml,dy100,isocenter,Lat-Med,dy250,150.0,2.2527185718912506
77,0.022723439931512646,"[[0.9999995967293701, -0.00046903411356583903, -0.0007658642806689395], [0.0004692544609000124, 0.9999998485557888, 0.000287556341510574], [0.000765729290949137, -0.0002879156107777771, 0.9999996653815706]]",196.57301986501048,"[0.014190501945504613, 0.19657301986501047, 0.004745996035162693]",y,1,delta y at isocenter.yaml,dy100,isocenter,Lat-Med,dy300,200.0,-3.4269801349895204
78,0.026923295679816824,"[[0.9999994614690428, -0.0007073146485274572, -0.0007594521785212095], [0.0007074815217106489, 0.9999997256486921, 0.00021948220078308033], [0.000759296727188635, -0.00022001938096827668, 0.9999996875299266]]",248.11631705759598,"[0.01847028149873607, 0.248116317057596, -0.002415122770177703]",y,1,delta y at isocenter.yaml,dy100,isocenter,Lat-Med,dy350,250.0,-1.8836829424040218
79,0.022249983077416064,"[[0.999999980372615, -0.000158674999433303, 0.00011864659655225015], [0.0001586914415893712, 0.9999999778057006, -0.000138584360566376], [-0.00011862460404536782, 0.00013860318604578463, 0.9999999833586798]]",292.38628420299864,"[0.012140814673361632, 0.2923862842029986, -0.0017819015459313676]",y,1,delta y at isocenter.yaml,dy100,isocenter,Lat-Med,dy400,300.0,-7.613715797001362
80,0.020445986302112508,"[[0.9999994717972209, -0.0007216791701605102, -0.0007318363580187352], [0.0007218486977850448, 0.9999997126920721, 0.00023140922729849022], [0.0007316691445369873, -0.00023193738018978022, 0.999999705432614]]",342.9383131214914,"[0.02668623661466083, 0.34293831312149137, 0.01331334216934822]",y,1,delta y at isocenter.yaml,dy100,isocenter,Lat-Med,dy450,350.0,-7.061686878508624
81,0.019530262599977033,"[[0.9999995139560883, -0.0005315193419366379, -0.0008304063920014234], [0.0005315965050858924, 0.9999998544055329, 9.270419509317134e-05], [0.0008303569970260453, -9.31455911706278e-05, 0.9999996509155171]]",400.1435224472861,"[0.012396686093620494, 0.4001435224472861, 0.008288509516633881]",y,1,delta y at isocenter.yaml,dy100,isocenter,Lat-Med,dy500,400.0,0.1435224472861023
82,0.02159332758102663,"[[0.9999997425334092, 0.0006133810580524094, 0.00037242018354218394], [-0.0006134495614266454, 0.9999997949385163, 0.00018385473029236502], [-0.0003723073341637448, -0.00018408314395392626, 0.9999999137503185]]",56.25059194969038,"[-0.03450378027340813, 0.056250591949690384, 0.020225601505613002]",y,1,delta y at isocenter.yaml,dy150,isocenter,Lat-Med,dy200,50.0,6.2505919496903815
83,0.015822489311644906,"[[0.9999999638843126, 0.00023233940587358596, 0.00013509172265379759], [-0.0002323557860999151, 0.9999999656546636, 0.00012124957820995552], [-0.00013506354695904472, -0.00012128096317405164, 0.9999999835243828]]",107.67470222443417,"[-0.024521382829711565, 0.10767470222443418, 0.013374536913624573]",y,1,delta y at isocenter.yaml,dy150,isocenter,Lat-Med,dy250,100.0,7.674702224434171
84,0.011976641534814108,"[[0.9999999543696966, 0.000290223804975296, 8.384955452394766e-05], [-0.0002902335730173876, 0.9999999510953894, 0.00011650618854179452], [-8.381573755429396e-05, -0.0001165305191809522, 0.9999999896977804]]",152.0040523872532,"[-0.016676957427811043, 0.1520040523872532, 0.0042594624813980485]",y,1,delta y at isocenter.yaml,dy150,isocenter,Lat-Med,dy300,150.0,2.0040523872532106
85,0.013824796704160083,"[[0.9999999945758614, 5.197239507563639e-05, 9.026154650970325e-05], [-5.197677780281075e-05, 0.9999999974704524, 4.85541939142752e-05], [-9.025902280353813e-05, -4.855888515542203e-05, 0.9999999947476719]]",203.5470239776994,"[-0.012397030869560613, 0.20354702397769942, -0.002901457896710115]",y,1,delta y at isocenter.yaml,dy150,isocenter,Lat-Med,dy350,200.0,3.5470239776994106
86,0.0438365005227136,"[[0.9999993505091893, 0.0006008650406284383, 0.0009684742652156721], [-0.0006005650329789642, 0.9999997716000864, -0.00031003454043507396], [-0.000968660332932966, 0.0003094527072913705, 0.9999994829679566]]",247.82379733396252,"[-0.01873914248839219, 0.2478237973339625, -0.0022685030562773333]",y,1,delta y at isocenter.yaml,dy150,isocenter,Lat-Med,dy400,250.0,-2.176202666037483
87,0.017973023692984286,"[[0.9999999923483834, 3.7346179264603004e-05, 0.00011793428502156019], [-3.735332733481216e-05, 0.999999997465639, 6.060899842313275e-05], [-0.00011793202120825589, -6.061340319739897e-05, 0.9999999912090268]]",298.3711868285255,"[-0.00418302403531813, 0.2983711868285255, 0.01282467305930522]",y,1,delta y at isocenter.yaml,dy150,isocenter,Lat-Med,dy450,300.0,-1.628813171474519
88,0.019590611381560912,"[[0.9999999739385477, 0.00022749085642264646, 1.9256549900317007e-05], [-0.00022748935133686492, 0.9999999710724748, -7.812582349183196e-05], [-1.9274322253896096e-05, 7.812144079591591e-05, 0.999999996762771]]",355.5709768103179,"[-0.018459958577022716, 0.3555709768103179, 0.007802598693063244]",y,1,delta y at isocenter.yaml,dy150,isocenter,Lat-Med,dy500,350.0,5.570976810317916
89,0.023801390822204525,"[[0.9999998991710379, -0.0003811732096810683, -0.0002374129288881759], [0.00038115834149783135, 0.9999999253955218, -6.266793489670957e-05], [0.00023743679851391072, 6.257743665947684e-05, 0.9999999698539154]]",51.424269912134584,"[0.009974146794829457, 0.051424269912134585, -0.0068487770439113705]",y,1,delta y at isocenter.yaml,dy200,isocenter,Lat-Med,dy250,50.0,1.4242699121345836
90,0.01993355715607686,"[[0.999999906118305, -0.00032320577531359194, -0.0002886198315007469], [0.0003231863555008617, 0.9999999455086779, -6.732919834231731e-05], [0.00028864157695940296, 6.723591402955523e-05, 0.9999999560826847]]",95.74487599705606,"[0.017814509250295065, 0.09574487599705606, -0.015953495156324493]",y,1,delta y at isocenter.yaml,dy200,isocenter,Lat-Med,dy300,100.0,-4.255124002943944
91,0.023337934703567095,"[[0.9999998024084427, -0.0005617278719956432, -0.0002822142344277796], [0.0005616896870359677, 0.9999998330903688, -0.0001353659119145635], [0.00028229022612951803, 0.00013520736834284525, 0.9999999510155966]]",147.28366754339817,"[0.022118127608237618, 0.14728366754339817, -0.023115690605513755]",y,1,delta y at isocenter.yaml,dy200,isocenter,Lat-Med,dy350,150.0,-2.716332456601833
92,0.03083362101542044,"[[0.9999998226642728, -1.2937975899228902e-05, 0.0005954024113687834], [1.3231960079489172e-05, 0.9999998780150403, -0.0004937558301565016], [-0.000595395950537835, 0.0004937636209372903, 0.9999997008505299]]",191.55465658336777,"[0.01577398736597857, 0.19155465658336776, -0.022493725474181558]",y,1,delta y at isocenter.yaml,dy200,isocenter,Lat-Med,dy400,200.0,-8.445343416632227
93,0.018358427259481187,"[[0.9999998017604379, -0.0005759151760742689, -0.0002545600016290023], [0.0005758837919079123, 0.999999826572043, -0.00012334400194289726], [0.000254630993163921, 0.00012319738051194933, 0.9999999599927307]]",242.11049343337675,"[0.030303355726946535, 0.24211049343337673, -0.007393772951695204]",y,1,delta y at isocenter.yaml,dy200,isocenter,Lat-Med,dy450,250.0,-7.889506566623254
94,0.01694008227761465,"[[0.9999998632289369, -0.000385734041487156, -0.00035320158081344403], [0.00038564148986257926, 0.9999998913007867, -0.00026206689119616], [0.0003533026305415278, 0.0002619306461687911, 0.9999999032847892]]",299.315429446065,"[0.01602279188338481, 0.29931542944606504, -0.012416225687979525]",y,1,delta y at isocenter.yaml,dy200,isocenter,Lat-Med,dy500,300.0,-0.6845705539349751
95,0.01132037443791355,"[[0.9999999970014403, 5.807151996356887e-05, -5.1232988590255325e-05], [-5.807176236278242e-05, 0.9999999983026496, -4.729839902428363e-06], [5.123271383433676e-05, 4.732815078098528e-06, 0.9999999986764048]]",44.32476151309674,"[0.007828459325582213, 0.044324761513096736, -0.009097557334905153]",y,1,delta y at isocenter.yaml,dy250,isocenter,Lat-Med,dy300,50.0,-5.675238486903261
96,0.010131797825591543,"[[0.9999999827080022, -0.00018046755085079534, -4.4893866271749665e-05], [0.0001804642838687241, 0.9999999810689739, -7.276465098861123e-05], [4.4906997079900226e-05, 7.275654799085538e-05, 0.9999999963449236]]",95.86336916998306,"[0.012132616716153321, 0.09586336916998306, -0.016258239255356393]",y,1,delta y at isocenter.yaml,dy250,isocenter,Lat-Med,dy350,100.0,-4.136630830016941
97,0.03665077522465673,"[[0.999999584694254, 0.000368617017689036, 0.0008335063369356163], [-0.0003682576354796011, 0.9999998391912736, -0.0004312815103033945], [-0.0008336651806042544, 0.0004309743861168935, 0.9999995596316255]]",140.1363160684629,"[0.005779071400018013, 0.14013631606846289, -0.015640098550889544]",y,1,delta y at isocenter.yaml,dy250,isocenter,Lat-Med,dy400,150.0,-9.86368393153711
98,0.014384796233331101,"[[0.9999999809037553, -0.00019468045321705793, -1.7088302709368527e-05], [0.0001946794155776825, 0.9999999792075427, -6.0702887990153206e-05], [1.710012002018819e-05, 6.069956009062891e-05, 0.9999999980115748]]",190.69014950393537,"[0.020315472204803852, 0.19069014950393537, -0.000542040245530221]",y,1,delta y at isocenter.yaml,dy250,isocenter,Lat-Med,dy450,200.0,-9.309850496064627
99,0.01614520088318904,"[[0.9999999932938953, -4.5146632902003154e-06, -0.00011572306261045182], [4.491589580938389e-06, 0.9999999801123676, -0.00019938678490446276], [0.00011572396047336672, 0.00019938626378659255, 0.9999999734265407]]",247.89352409174776,"[0.0060427673445739225, 0.24789352409174775, -0.0055627151410370885]",y,1,delta y at isocenter.yaml,dy250,isocenter,Lat-Med,dy500,250.0,-2.1064759082522357
100,0.007784621427274991,"[[0.9999999715928067, -0.0002382704630884236, 6.447617777892461e-06], [0.00023827090095570602, 0.9999999693017516, -6.799613422702055e-05], [-6.431416109308588e-06, 6.799766857474877e-05, 0.999999997667477]]",51.542752598873925,"[0.004279227065444399, 0.05154275259887393, -0.007153841903776277]",y,1,delta y at isocenter.yaml,dy300,isocenter,Lat-Med,dy350,50.0,1.5427525988739248
101,0.03594207880401636,"[[0.9999995603545908, 0.0003105984722180551, 0.0008847707130337483], [-0.00031022119653070464, 0.9999998609234403, -0.0004265160138877103], [-0.0008849030652049724, 0.0004262413517423756, 0.9999995176323216]]",95.81589076795893,"[-0.0020839952213945238, 0.09581589076795893, -0.006535780879549488]",y,1,delta y at isocenter.yaml,dy300,isocenter,Lat-Med,dy400,100.0,-4.184109232041067
102,0.00909540843363066,"[[0.9999999674794353, -0.00025273461671812374, 3.4151763944598376e-05], [0.000252736529305057, 0.9999999664935705, -5.600986766257005e-05], [-3.4137607167390816e-05, 5.601849723987461e-05, 0.9999999978482759]]",146.36684766141073,"[0.012480592996749145, 0.14636684766141073, 0.00855060032413186]",y,1,delta y at isocenter.yaml,dy300,isocenter,Lat-Med,dy450,150.0,-3.6331523385892694
103,0.011171580671405798,"[[0.9999999959540866, -6.26787207569309e-05, -6.45229028828813e-05], [6.266615481411476e-05, 0.9999999790755641, -0.00019473526697539776], [6.45351072902972e-05, 0.00019473122278556283, 0.999999978957485]]",203.56795538051793,"[-0.0017791792127026858, 0.20356795538051792, 0.0035302546058387316]",y,1,delta y at isocenter.yaml,dy300,isocenter,Lat-Med,dy500,200.0,3.5679553805179296
104,0.036340320571934474,"[[0.9999994635363191, 0.0005488694029268648, 0.000878447181835018], [-0.0005485546644115131, 0.9999997852861574, -0.0003584904728883899], [-0.0008786437576719044, 0.0003580084042722712, 0.9999995499074626]]",44.27383023840394,"[-0.006374441447891545, 0.044273830238403936, 0.0006151087748073831]",y,1,delta y at isocenter.yaml,dy350,isocenter,Lat-Med,dy400,50.0,-5.726169761596061
105,0.009664212933674173,"[[0.9999999995104216, -1.4490168877237275e-05, 2.7734301934256876e-05], [1.44898358030955e-05, 0.9999999998229067, 1.2009616521542014e-05], [-2.773447595134567e-05, -1.2009214650191782e-05, 0.9999999995432884]]",94.82307390419464,"[0.008201017034963343, 0.09482307390419464, 0.015697974542650938]",y,1,delta y at isocenter.yaml,dy350,isocenter,Lat-Med,dy450,100.0,-5.1769260958053565
106,0.012337525433209647,"[[0.9999999820584633, 0.00017566424199563386, -7.088827798473441e-05], [-0.00017567322090792043, 0.9999999765459893, -0.00012667652202685156], [7.086602378707755e-05, 0.00012668897292611328, 0.9999999894639553]]",152.02584351473038,"[-0.006062399589429748, 0.1520258435147304, 0.010680157215793835]",y,1,delta y at isocenter.yaml,dy350,isocenter,Lat-Med,dy500,150.0,2.025843514730383
107,0.030930793851307432,"[[0.9999994796831773, -0.0005627152109471443, -0.0008508730603737451], [0.000563030070994137, 0.9999997731043069, 0.00036984925899088354], [0.0008506647475109502, -0.0003703281336716496, 0.9999995696131877]]",50.55077266044655,"[0.014574827969664025, 0.050550772660446545, 0.015081855334421284]",y,1,delta y at isocenter.yaml,dy400,isocenter,Lat-Med,dy450,50.0,0.5507726604465475
108,0.02811812909495731,"[[0.9999994798878278, -0.00037261932321997317, -0.0009494097708678936], [0.0003728390124935311, 0.9999999037620702, 0.0002312291516178674], [0.0009493235190484799, -0.00023158300835403797, 0.9999995225769684]]",107.75289163673968,"[0.00031838842910352, 0.10775289163673968, 0.010065798374016914]",y,1,delta y at isocenter.yaml,dy400,isocenter,Lat-Med,dy500,100.0,7.752891636739676
109,0.008360588764127217,"[[0.9999999770730671, 0.00019005717560096786, -9.865158549961345e-05], [-0.0001900708581173927, 0.9999999723170635, -0.00013870450953747059], [9.86252209812161e-05, 0.00013872325714933703, 0.9999999855144613]]",57.20057834900721,"[-0.014247615969587459, 0.05720057834900721, -0.005017198437160785]",y,1,delta y at isocenter.yaml,dy450,isocenter,Lat-Med,dy500,50.0,7.200578349007209
110,0.014824058718132452,"[[0.9999998893588329, -2.8893120043967154e-05, 0.00046951838126507326], [2.8965085871353652e-05, 0.9999999878347011, -0.00015326976940245284], [-0.0004695139471109432, 0.00015328335208471917, 0.9999998780304266]]",47.61909327973512,"[0.0016327507021079589, -0.005550329058596254, 0.04761909327973512]",z,2,delta z at isocenter.yaml,dz0,isocenter,Inf-Sup,dz50,50.0,-2.380906720264882
111,0.028337938810905912,"[[0.9999995282471078, -2.23763269233837e-05, 0.0009710843747086881], [2.278924342413025e-05, 0.9999999093416179, -0.00042520278269623444], [-0.0009710747721953101, 0.0004252247123835216, 0.999999438098708]]",91.87137285945619,"[-0.00778217649678379, -0.005680780046923972, 0.0918713728594562]",z,2,delta z at isocenter.yaml,dz0,isocenter,Inf-Sup,dz100,100.0,-8.128627140543813
112,0.020544445495869545,"[[0.9999996275179612, 0.00046861215374493663, 0.0007248217631493558], [-0.0004684102383441248, 0.9999998514542848, -0.0002787171623170261], [-0.0007249522657302082, 0.00027837754456458224, 0.9999996984750319]]",147.32413914728883,"[-0.009045530759948415, -0.00924402582340024, 0.14732413914728884]",z,2,delta z at isocenter.yaml,dz0,isocenter,Inf-Sup,dz150,150.0,-2.6758608527111676
113,0.01863012213766835,"[[0.9999995452807403, 0.0002916489314002607, 0.0009079533101296628], [-0.00029139632784130475, 0.9999999188097592, -0.0002783319151684457], [-0.0009080344116181885, 0.00027806721434495444, 0.9999995490759641]]",200.91764013000915,"[-0.009860666817105419, -0.007223642351697938, 0.20091764013000915]",z,2,delta z at isocenter.yaml,dz0,isocenter,Inf-Sup,dz200,200.0,0.917640130009147
114,0.020040275403752066,"[[0.9999996873793409, 0.0003503271402372095, 0.0007088808902278989], [-0.0003500774452072656, 0.9999998766540454, -0.00035233177137065854], [-0.0007090042341721145, 0.0003520834980139342, 0.9999996866750543]]",241.837894733633,"[-0.006620507115024114, -0.007346050088380755, 0.24183789473363299]",z,2,delta z at isocenter.yaml,dz0,isocenter,Inf-Sup,dz250,250.0,-8.162105266367007
115,0.018283661648630815,"[[0.9999994218730784, 0.0001848552748360403, 0.0010592837369774164], [-0.00018459648273188065, 0.9999999530961087, -0.0002444011412975214], [-0.0010593288661329347, 0.0002442054599499867, 0.9999994090928482]]",297.0905066810222,"[-0.031458719504639875, -0.0054662639081450555, 0.2970905066810222]",z,2,delta z at isocenter.yaml,dz0,isocenter,Inf-Sup,dz300,300.0,-2.909493318977809
116,0.015323215129381094,"[[0.9999998674149179, 0.0001521969763443908, 0.0004919412850186608], [-0.00015213753330240855, 0.9999999811224554, -0.00012086877341782162], [-0.0004919596715935977, 0.00012079391465870982, 0.9999998716922477]]",341.1693144342089,"[-0.010702947466935842, -0.006799053178698145, 0.3411693144342089]",z,2,delta z at isocenter.yaml,dz0,isocenter,Inf-Sup,dz350,350.0,-8.8306855657911
117,0.018797214618482185,"[[0.9999997085953884, 0.00010331419633055958, 0.0007563962688211983], [-0.00010303661551243236, 0.9999999273443595, -0.00036700780861540383], [-0.0007564341309817503, 0.00036692976515573434, 0.9999996465849145]]",388.1571118288219,"[0.012769085006218399, -0.020757704920519864, 0.3881571118288219]",z,2,delta z at isocenter.yaml,dz0,isocenter,Inf-Sup,dz400,400.0,-11.842888171178117
118,0.02798802105405942,"[[0.9999993662606163, 0.0005852422970554215, 0.0009617535135057315], [-0.0005849424507106545, 0.9999997802422183, -0.0003120221862259262], [-0.0009619359107340476, 0.00031145941802799816, 0.9999994888360371]]",444.6785620472481,"[-0.02070380242554394, -0.009318372594581851, 0.4446785620472481]",z,2,delta z at isocenter.yaml,dz0,isocenter,Inf-Sup,dz450,450.0,-5.321437952751921
119,0.020173017263234637,"[[0.9999994686201793, 9.321551039965316e-07, 0.0010309017851466067], [-6.56712267234804e-07, 0.9999999643054411, -0.00026718660923481953], [-0.0010309019974085057, 0.0002671857902512197, 0.9999994329262517]]",494.91609894901956,"[-0.006718699200754531, -0.0031732101153534955, 0.49491609894901956]",z,2,delta z at isocenter.yaml,dz0,isocenter,Inf-Sup,dz500,500.0,-5.083901050980444
120,0.028725391647391803,"[[0.9999998741304813, 6.718137131650845e-06, 0.0005016910294179019], [-6.581692687920568e-06, 0.9999999629944377, -0.00027197022769117154], [-0.0005016928379856147, 0.00027196689148174325, 0.9999998371691405]]",44.252291949567685,"[-0.009418417688466301, -0.00013293527862045149, 0.04425229194956769]",z,2,delta z at isocenter.yaml,dz50,isocenter,Inf-Sup,dz100,50.0,-5.7477080504323155
121,0.025626703710190275,"[[0.9999998434735405, 0.0004977840731291974, 0.00025546802404369945], [-0.0004977520731825101, 0.9999998682703327, -0.00012530838400546374], [-0.0002555303669084972, 0.0001251812046527345, 0.9999999595169481]]",99.70598524937202,"[-0.010679600132365049, -0.003693330582745854, 0.09970598524937202]",z,2,delta z at isocenter.yaml,dz50,isocenter,Inf-Sup,dz150,100.0,-0.29401475062798
122,0.01912392519873221,"[[0.9999998523998173, 0.00032059951598622876, 0.0004386528173046966], [-0.000320544735042847, 0.9999999408193936, -0.00012494911774800298], [-0.0004386928499715878, 0.00012480849145409673, 0.9999998959857065]]",153.29928832427697,"[-0.011504897147954041, -0.0016682216392749985, 0.15329928832427697]",z,2,delta z at isocenter.yaml,dz50,isocenter,Inf-Sup,dz200,150.0,3.299288324276972
123,0.024186207632444185,"[[0.9999998993846908, 0.00037934048606089735, 0.00023943977059264306], [-0.000379292857662036, 0.9999999082818749, -0.0001989300633186106], [-0.0002395152108581149, 0.00019883922550940358, 0.9999999515477119]]",194.21802935617092,"[-0.008248600561002609, -0.001799307327340825, 0.1942180293561709]",z,2,delta z at isocenter.yaml,dz50,isocenter,Inf-Sup,dz250,200.0,-5.781970643829084
124,0.017805742074488328,"[[0.999999803146325, 0.0002137151032909125, 0.0005899433578584497], [-0.00021366138197469588, 0.9999999730226748, -9.112334343759369e-05], [-0.0005899628163778625, 9.099727738633091e-05, 0.9999998218316689]]",249.47144976641158,"[-0.03309679082630673, 8.635777857181451e-05, 0.24947144976641158]",z,2,delta z at isocenter.yaml,dz50,isocenter,Inf-Sup,dz300,250.0,-0.5285502335884189
125,0.020570299464248314,"[[0.9999999833938389, 0.00018085568709693426, 2.243975566706349e-05], [-0.00018085641638351146, 0.9999999831172882, 3.250198242730902e-05], [-2.2433877120167008e-05, -3.250604026112895e-05, 0.9999999992200389]]",293.55071696227645,"[-0.0123372042190749, -0.0012481893085965875, 0.29355071696227647]",z,2,delta z at isocenter.yaml,dz50,isocenter,Inf-Sup,dz350,300.0,-6.449283037723546
126,0.021670389733982203,"[[0.9999999501083825, 0.00013201404867505418, 0.0002869765197598901], [-0.0001319527697968153, 0.9999999684943174, -0.00021354117163431893], [-0.0002870047011531084, 0.00021350329363393182, 0.9999999360223202]]",340.53834580614404,"[0.0111350201509889, -0.015208321853543387, 0.34053834580614406]",z,2,delta z at isocenter.yaml,dz50,isocenter,Inf-Sup,dz400,350.0,-9.461654193855964
127,0.02913786235013879,"[[0.9999996901052106, 0.0006142580539270945, 0.0004924190559909222], [-0.0006141800970443029, 0.9999997988382319, -0.00015844969436440052], [-0.0004925162859352174, 0.0001581472112776731, 0.9999998662085752]]",397.05887315339595,"[-0.02233694630537236, -0.003767548394001048, 0.39705887315339594]",z,2,delta z at isocenter.yaml,dz50,isocenter,Inf-Sup,dz450,400.0,-2.9411268466040497
128,0.021171906392521745,"[[0.9999998419176775, 2.9586572251435228e-05, 0.0005615062368890687], [-2.9522673023921922e-05, 0.999999993088118, -0.00011380762255691896], [-0.0005615096001855208, 0.00011379102740100237, 0.999999835879272]]",447.296969731322,"[-0.008356449595568052, 0.002378557112411022, 0.447296969731322]",z,2,delta z at isocenter.yaml,dz50,isocenter,Inf-Sup,dz500,450.0,-2.703030268677992
129,0.017574397953620164,"[[0.9999998491964857, 0.0004910363458121471, -0.00024594778541241555], [-0.0004910002117079912, 0.9999998686612623, 0.00014695662727094185], [0.0002460199141556805, -0.00014683584469501028, 0.9999999589567171]]",55.45492687163492,"[-0.0012522932387127074, -0.0035578988051036776, 0.05545492687163492]",z,2,delta z at isocenter.yaml,dz100,isocenter,Inf-Sup,dz150,50.0,5.4549268716349175
130,0.018199826572044397,"[[0.9999999486451869, 0.0003142624332035126, -6.283905321356856e-05], [-0.00031425318961925217, 0.9999999398098542, 0.00014705516183680716], [6.288526334404796e-05, -0.00014703540691183176, 0.9999999872130162]]",109.04779229349515,"[-0.0020825568015914488, -0.001529724405348328, 0.10904779229349515]",z,2,delta z at isocenter.yaml,dz100,isocenter,Inf-Sup,dz200,100.0,9.04779229349515
